#ID DescID M200b Vmax Vrms R200b Rs Np X Y Z VX VY VZ Parent_ID
609652 -1 1.0129e+13 698.352 0 503.866 0 254 65.534386 891.108459 611.237732 215.657608 -292.036346 -25.499121 -1
609677 -1 8.6134e+12 566.568 0 477.370 0 216 46.614185 794.363464 521.303589 103.491966 -69.008583 -295.417480 -1
609689 -1 8.0153e+12 561.668 0 466.054 0 201 228.833527 874.302246 732.671692 375.174805 750.783936 191.818390 -1
609703 -1 1.2481e+13 677.173 0 540.197 0 313 132.332214 848.091492 581.871399 -35.163067 281.660126 57.444965 -1
609710 -1 1.3877e+13 733.619 0 559.625 0 348 161.578690 997.205566 735.622498 382.886536 274.673218 309.685425 -1
609716 -1 8.6533e+12 593.282 0 478.106 0 217 149.176163 996.948975 740.223389 180.288010 276.650604 -91.747620 -1
609720 -1 9.6502e+12 644.255 0 495.803 0 242 22.449621 801.359436 543.010620 -285.003143 -281.347412 -422.699249 -1
609721 -1 1.288e+13 683.529 0 545.890 0 323 20.729303 929.520081 704.880432 -115.817368 186.434830 -248.803558 -1
609741 -1 8.2147e+12 620.490 0 469.887 0 206 96.862862 999.772217 585.378845 -9.966191 244.588089 39.009373 -1
609750 -1 9.8895e+12 585.173 0 499.867 0 248 132.623123 849.386841 718.658569 -292.160278 176.980545 -465.974823 -1
609755 -1 9.0521e+12 565.902 0 485.340 0 227 109.871346 894.110779 601.457886 200.004623 -239.335968 111.642700 -1
609769 -1 9.6103e+12 637.829 0 495.119 0 241 129.183014 795.619568 623.907227 -78.592133 -49.590126 -499.337128 -1
609772 -1 9.2116e+12 615.477 0 488.174 0 231 208.692932 1011.887268 669.093567 -428.727051 41.639000 94.057991 -1
609773 -1 1.0448e+13 618.357 0 509.102 0 262 73.811913 819.218018 693.322388 -21.489471 26.041170 -485.347351 -1
609775 -1 8.6533e+12 586.594 0 478.106 0 217 210.934845 1016.890869 616.632507 -291.458099 -41.893669 -33.696701 -1
609779 -1 9.2515e+12 605.121 0 488.878 0 232 51.108921 1036.547974 676.136108 268.874664 -108.280724 73.516609 -1
609793 -1 1.2601e+13 690.192 0 541.918 0 316 204.377655 1032.202759 751.570312 337.736603 87.839973 53.232307 -1
609801 -1 1.1485e+13 697.459 0 525.414 0 288 19.366493 1016.883545 768.231567 521.799377 -177.941833 -442.515930 -1
609811 -1 9.6502e+12 620.989 0 495.803 0 242 80.822182 1041.064209 546.690491 298.809265 61.818893 -213.958115 -1
609813 -1 9.411e+12 623.800 0 491.671 0 236 260.180237 888.949585 631.594421 176.780640 128.028732 -216.940857 -1
609814 -1 9.1717e+12 466.287 0 487.469 0 230 204.974701 800.797607 607.830017 -309.561005 -150.097885 -633.550537 -1
609820 -1 9.3711e+12 626.312 0 490.976 0 235 26.985949 822.651672 693.219666 205.104782 -220.672272 250.828934 -1
609838 -1 1.0208e+13 647.415 0 505.185 0 256 56.227783 973.459045 637.950989 -81.025833 327.739777 141.028580 -1
609852 -1 1.1205e+13 611.124 0 521.122 0 281 151.983765 974.658142 640.480774 -88.994469 -420.896240 174.625992 -1
609853 -1 1.1843e+13 643.984 0 530.831 0 297 185.259308 1033.580322 654.551758 -335.287537 -9.560482 44.830814 -1
609877 -1 9.9294e+12 603.207 0 500.538 0 249 100.106163 853.213013 729.559387 110.182426 119.089539 -191.452972 -1
609899 -1 8.4938e+12 608.269 0 475.150 0 213 225.088470 846.071655 570.056030 16.379751 -69.946983 -275.165497 -1
609938 -1 1.1843e+13 689.513 0 530.831 0 297 239.757645 1033.261719 740.408447 -30.493248 -252.627472 550.894531 -1
609944 -1 8.7729e+12 621.033 0 480.299 0 220 216.400101 909.364990 558.892456 169.433075 -293.310486 -121.299255 -1
609957 -1 8.0153e+12 573.919 0 466.054 0 201 58.725822 852.775330 693.275940 59.693817 -67.423164 -71.909340 -1
609969 -1 1.0847e+13 640.537 0 515.498 0 272 245.072098 924.065796 544.546387 -38.273335 -297.562653 -69.608696 -1
609976 -1 9.73e+12 611.485 0 497.165 0 244 101.810036 1042.308105 718.901917 116.298927 37.162571 -344.561005 -1
609992 -1 8.6533e+12 562.010 0 478.106 0 217 236.573471 912.230042 566.981873 -381.905243 -113.949944 -251.481918 -1
610001 -1 1.0208e+13 621.060 0 505.185 0 256 204.005692 1017.391907 632.304443 -183.755234 -182.690582 -301.592102 -1
610006 -1 8.0551e+12 447.163 0 466.826 0 202 34.492668 910.698669 692.924072 -604.075684 -44.812206 261.826294 -1
610010 -1 8.2944e+12 578.349 0 471.403 0 208 90.695251 1018.564758 573.503235 182.795410 36.626892 -125.614006 -1
610023 -1 9.5705e+12 599.606 0 494.434 0 240 144.112747 940.604919 730.038940 208.224106 168.762375 -245.731888 -1
610041 -1 8.4539e+12 611.877 0 474.405 0 212 155.713531 943.697510 521.128479 -96.531425 -410.408264 -92.514473 -1
610050 -1 1.0248e+13 620.329 0 505.842 0 257 46.926838 788.013550 709.310242 -552.781799 -389.536743 40.427219 -1
610069 -1 8.7331e+12 614.325 0 479.570 0 219 46.124374 982.379272 586.333923 89.388809 -25.536438 -121.917778 -1
610087 -1 9.1717e+12 593.234 0 487.469 0 230 3.380718 985.281738 758.337524 -2.293796 128.057800 -206.515640 -1
610101 -1 8.9723e+12 611.067 0 483.910 0 225 138.139603 952.672119 645.982422 205.832825 17.237631 250.189270 -1
610116 -1 8.7729e+12 589.253 0 480.299 0 220 141.941010 936.557861 520.809082 -38.263908 29.497751 32.218018 -1
610122 -1 8.2147e+12 580.358 0 469.887 0 206 88.239937 992.564026 735.650757 268.778351 97.088203 -189.516388 -1
610141 -1 1.0607e+13 661.832 0 511.680 0 266 144.332687 985.869019 544.662231 -196.286591 -189.418701 -150.875870 -1
610170 -1 8.3742e+12 598.765 0 472.909 0 210 239.439636 1018.473694 720.403687 133.404587 4.385686 241.924652 -1
610181 -1 8.8128e+12 577.257 0 481.026 0 221 206.282272 980.150574 667.918457 -182.550827 124.873093 241.690735 -1
610183 -1 8.0551e+12 562.363 0 466.826 0 202 251.136154 1042.426880 752.766113 -238.383850 -221.802765 344.769287 -1
610202 -1 8.3742e+12 594.254 0 472.909 0 210 100.066582 901.841248 595.811035 171.113251 -248.593994 13.232382 -1
610247 -1 8.7729e+12 636.185 0 480.299 0 220 11.425587 876.036865 550.953979 -125.896729 -277.287781 -193.117950 -1
610251 -1 9.2913e+12 679.690 0 489.579 0 233 131.344666 816.924377 632.456787 -295.645996 -117.678139 -457.550415 -1
610273 -1 9.3711e+12 617.134 0 490.976 0 235 213.937073 893.272949 562.551025 -150.225113 -67.439301 -349.331909 -1
610315 -1 8.6134e+12 607.767 0 477.370 0 216 142.831345 1027.634399 586.588806 -128.265244 222.385208 -156.001556 -1
610330 -1 8.0153e+12 572.319 0 466.054 0 201 108.034180 1046.023193 619.256836 14.310992 78.978104 -3.687376 -1
610334 -1 8.095e+12 549.261 0 467.595 0 203 140.455460 856.495789 703.983215 -449.937927 50.389141 -103.267929 -1
610353 -1 8.8128e+12 586.417 0 481.026 0 221 195.413803 936.297302 596.719788 -17.355412 -196.381363 33.395111 -1
610358 -1 9.1318e+12 622.269 0 486.761 0 229 66.315903 839.425415 521.723999 61.274658 -96.870415 -436.146545 -1
610385 -1 8.9324e+12 615.569 0 483.192 0 224 83.977081 875.825012 616.466125 233.288132 -86.941658 -92.302811 -1
610386 -1 8.095e+12 592.328 0 467.595 0 203 142.487244 954.316467 662.759827 -42.966282 -98.073341 -55.123119 -1
610404 -1 8.2944e+12 567.367 0 471.403 0 208 209.235199 831.826416 661.823486 101.437378 -266.916138 -351.684845 -1
610407 -1 9.0122e+12 610.998 0 484.626 0 226 91.998848 836.959656 597.638733 306.434845 -208.559341 106.234947 -1
610438 -1 8.3742e+12 567.607 0 472.909 0 210 234.562393 976.211487 583.187744 13.546413 27.131147 134.571106 -1
610454 -1 8.7331e+12 593.140 0 479.570 0 219 178.189270 944.300171 706.691040 -33.628021 157.647705 133.908493 -1
610477 -1 8.414e+12 555.574 0 473.658 0 211 199.207916 832.653870 532.663330 128.206482 77.082970 -344.119751 -1
610545 -1 8.0153e+12 572.636 0 466.054 0 201 19.444056 1014.643188 764.461182 407.011078 49.741035 -86.097733 -1
610599 -1 7.9754e+12 603.690 0 465.280 0 200 207.399033 1033.932617 752.328491 -102.582825 17.442842 40.414043 -1
610748 -1 8.9324e+12 602.941 0 483.192 0 224 144.318542 788.543091 533.724304 34.993790 47.175575 -292.029541 -1
610762 -1 8.6134e+12 676.335 0 477.370 0 216 179.297852 922.601807 593.699951 54.167900 -9.137411 -154.614151 -1
610809 -1 8.3343e+12 608.679 0 472.157 0 209 94.311096 1040.314209 701.255066 55.197510 51.638107 -92.879333 -1
610810 -1 8.3343e+12 585.268 0 472.157 0 209 116.944679 941.831482 700.938843 210.674118 -219.295670 -159.602097 -1
646947 -1 1.6708e+13 693.721 0 595.354 0 419 54.833435 857.352783 843.083923 -609.712463 172.204575 78.413422 -1
646970 -1 3.6129e+13 998.044 0 769.863 0 906 259.825348 820.559998 1008.985840 -0.721652 -271.618164 186.328339 -1
646973 -1 1.2322e+13 645.691 0 537.886 0 309 133.674301 848.472168 943.653442 720.873474 -72.284637 -182.139801 -1
646982 -1 1.1166e+13 619.629 0 520.503 0 280 135.585022 849.823792 944.213013 -50.116131 98.454437 -626.667542 -1
646985 -1 3.1583e+13 885.309 0 736.115 0 792 248.289352 913.990417 851.088379 46.337856 168.310776 -14.852983 -1
646998 -1 1.7426e+13 756.784 0 603.760 0 437 28.826088 802.123047 916.883606 48.358631 -294.697937 -139.184967 -1
647012 -1 1.9819e+13 784.286 0 630.216 0 497 54.721817 927.900146 814.986633 -60.232994 -242.985764 144.368134 -1
647014 -1 1.7307e+13 719.132 0 602.376 0 434 6.882476 908.412720 981.597473 146.057907 45.185089 -281.922821 -1
647019 -1 1.2761e+13 686.882 0 544.195 0 320 6.422585 910.152405 981.136475 89.182564 -454.434692 -24.304501 -1
647025 -1 2.1773e+13 816.914 0 650.282 0 546 205.430664 883.839661 948.062866 117.959373 109.147049 73.423676 -1
647034 -1 2.0257e+13 769.828 0 634.832 0 508 1.162812 815.682007 853.294312 66.235909 -104.791176 -73.130470 -1
647043 -1 1.3359e+13 664.319 0 552.568 0 335 119.288185 853.010864 841.748169 13.902901 -395.166168 85.091591 -1
647047 -1 1.4435e+13 697.944 0 567.031 0 362 134.523865 996.078369 1031.839355 186.876083 61.034897 -219.531921 -1
647051 -1 9.9692e+12 588.194 0 501.207 0 250 137.363693 994.386902 1031.528687 -433.811371 165.366241 -339.384918 -1
647053 -1 1.1963e+13 627.394 0 532.612 0 300 118.107132 929.191956 970.888977 -434.896118 282.099121 10.758821 -1
647066 -1 1.4236e+13 696.622 0 564.409 0 357 144.969986 867.092773 898.750671 -65.325310 7.214802 -497.289215 -1
647071 -1 8.2147e+12 559.777 0 469.887 0 206 54.718304 942.312927 943.856506 169.300323 -571.553467 -369.180023 -1
647081 -1 1.0727e+13 635.953 0 513.596 0 269 205.587997 1037.682861 836.517090 116.489594 -73.915665 -167.944504 -1
647085 -1 9.2515e+12 582.285 0 488.878 0 232 141.601578 862.346252 890.824890 -229.840836 -124.214149 257.118256 -1
647091 -1 1.5472e+13 730.355 0 580.294 0 388 141.055603 972.962402 1003.136414 140.706741 -171.377106 294.855957 -1
647100 -1 1.7705e+13 726.812 0 606.967 0 444 241.734268 847.346008 870.162415 62.732105 536.203735 -224.689514 -1
647103 -1 1.5712e+13 765.945 0 583.270 0 394 26.361240 862.773865 1047.945557 -315.356964 97.554382 89.900040 -1
647105 -1 1.4994e+13 712.852 0 574.249 0 376 161.789429 899.985962 883.559448 545.031494 63.625412 -64.904907 -1
647109 -1 9.2913e+12 578.676 0 489.579 0 233 46.478203 897.634705 848.532959 118.664352 -361.249847 -61.803574 -1
647115 -1 1.0767e+13 610.571 0 514.232 0 270 155.014557 795.832092 953.644287 141.736221 -118.590332 -214.800568 -1
647134 -1 1.5751e+13 805.346 0 583.763 0 395 50.140514 890.290283 822.756836 -62.333122 -407.040161 11.014066 -1
647140 -1 1.0089e+13 589.219 0 503.204 0 253 124.146332 910.656189 849.700500 352.378021 157.541748 184.817413 -1
647151 -1 1.0966e+13 627.489 0 517.386 0 275 99.184517 925.358459 955.343567 -87.785622 -148.038422 -71.789062 -1
647159 -1 1.0807e+13 643.768 0 514.866 0 271 145.670776 895.562256 795.540161 -81.171112 216.924179 -304.393036 -1
647166 -1 1.1046e+13 606.259 0 518.638 0 277 112.895760 864.881470 895.980408 -103.841927 164.780701 104.728661 -1
647173 -1 1.1963e+13 704.908 0 532.612 0 300 101.284737 925.097473 991.794250 283.181091 -128.566086 -489.351746 -1
647181 -1 1.1006e+13 610.282 0 518.013 0 276 220.997253 1017.458679 913.501648 732.987610 215.694061 -47.990803 -1
647193 -1 1.7506e+13 724.423 0 604.680 0 439 84.437790 894.746826 943.505371 269.447662 71.584999 168.815521 -1
647197 -1 1.2521e+13 658.131 0 540.772 0 314 49.018890 853.885925 845.501099 -74.518547 223.805908 -89.555977 -1
647222 -1 8.095e+12 559.510 0 467.595 0 203 138.128860 899.430786 896.672119 97.273140 92.995613 -103.332123 -1
647226 -1 2.0377e+13 802.485 0 636.079 0 511 63.745975 891.186951 806.901550 -154.460052 -174.374146 163.153488 -1
647230 -1 1.3957e+13 706.729 0 560.695 0 350 35.674919 791.623230 920.236450 -105.984833 -175.823624 -168.033325 -1
647237 -1 1.4874e+13 718.209 0 572.717 0 373 104.767647 913.437073 954.070129 -128.673599 78.104820 -139.045700 -1
647271 -1 2.0457e+13 758.276 0 636.908 0 513 151.562500 816.515076 1011.688904 102.952324 63.458851 -84.682243 -1
647285 -1 1.9101e+13 802.861 0 622.514 0 479 222.161896 861.542908 1032.791504 -112.766739 305.525818 123.365608 -1
647287 -1 1.0089e+13 596.079 0 503.204 0 253 217.360306 825.464478 859.548035 76.141624 196.013443 115.277161 -1
647300 -1 1.2521e+13 629.828 0 540.772 0 314 248.399231 1008.824402 902.251404 425.106537 -57.385937 -121.094215 -1
647305 -1 9.0521e+12 598.180 0 485.340 0 227 200.298218 930.714294 900.314758 -132.008057 224.719894 -507.954224 -1
647312 -1 1.3997e+13 703.336 0 561.229 0 351 166.361115 870.562866 1009.551025 -19.641239 169.576309 -116.326286 -1
647317 -1 1.6469e+13 710.754 0 592.499 0 413 64.757477 790.036316 937.877686 -16.056437 -438.604858 -336.239990 -1
647327 -1 1.1205e+13 668.612 0 521.122 0 281 171.172272 1012.753967 822.294556 121.028549 -214.920273 -64.331207 -1
647328 -1 1.611e+13 694.529 0 588.163 0 404 88.185287 941.180542 810.916687 148.981140 -233.173950 88.753014 -1
647363 -1 1.0767e+13 653.872 0 514.232 0 270 228.297577 812.474854 1026.026367 115.511078 -232.736664 -52.833004 -1
647366 -1 1.5911e+13 705.795 0 585.727 0 399 1.856255 820.274109 793.141357 364.581085 -267.109985 208.244431 -1
647369 -1 1.5034e+13 693.582 0 574.757 0 377 66.448143 845.250977 910.003174 -366.890045 304.608673 -578.605408 -1
647372 -1 1.1764e+13 642.192 0 529.637 0 295 219.015259 972.915833 908.577698 7.102930 27.454926 82.436195 -1
647375 -1 1.0966e+13 692.178 0 517.386 0 275 147.483505 995.591370 821.491272 377.815796 336.013031 -466.877838 -1
647394 -1 8.4938e+12 579.998 0 475.150 0 213 15.744971 880.231995 974.513245 3.114040 538.107300 -205.871262 -1
647409 -1 1.4116e+13 687.653 0 562.823 0 354 245.703476 912.953003 952.834167 146.497253 -212.231369 -227.101746 -1
647416 -1 8.095e+12 552.801 0 467.595 0 203 262.424072 895.015442 1013.634460 -116.012291 100.734566 -61.801064 -1
647418 -1 9.4907e+12 635.397 0 493.056 0 238 30.841223 992.950623 876.950989 -47.629265 -201.213257 121.469658 -1
647428 -1 8.0551e+12 560.874 0 466.826 0 202 201.069824 899.852539 998.817688 171.930588 397.080780 243.453873 -1
647430 -1 9.9692e+12 649.460 0 501.207 0 250 24.139853 908.432556 976.650635 -108.732010 39.071400 -167.185410 -1
647436 -1 9.9294e+12 607.727 0 500.538 0 249 156.643417 1010.984985 833.619507 134.012894 59.434338 -149.026550 -1
647447 -1 1.0448e+13 623.572 0 509.102 0 262 239.138580 980.215576 1010.020996 170.725815 16.773315 115.539215 -1
647454 -1 9.8097e+12 623.034 0 498.520 0 246 0.210042 943.701355 1013.292969 -58.331158 -164.580536 81.136581 -1
647456 -1 1.2043e+13 642.316 0 533.793 0 302 167.954712 889.013855 879.625366 236.986176 417.530701 131.097488 -1
647461 -1 9.3711e+12 652.668 0 490.976 0 235 116.749878 862.731445 891.518860 127.046577 -11.620541 128.135132 -1
647483 -1 1.0767e+13 603.171 0 514.232 0 270 252.590851 882.681152 878.978088 -121.286751 32.811584 -85.095512 -1
647489 -1 1.4435e+13 712.036 0 567.031 0 362 19.707056 832.501709 857.322571 43.801464 -133.430511 -167.539124 -1
647500 -1 1.2601e+13 687.019 0 541.918 0 316 247.582184 907.617371 953.247375 249.045288 160.769241 -415.621643 -1
647508 -1 9.4508e+12 614.633 0 492.365 0 237 67.521240 980.564880 1032.840088 18.035826 -128.613876 -37.882751 -1
647515 -1 1.2641e+13 639.870 0 542.489 0 317 47.890938 919.173096 896.846497 -125.630180 -374.585358 284.246368 -1
647518 -1 8.2545e+12 609.504 0 470.646 0 207 99.060501 974.831787 921.668213 1.598632 -134.974319 136.756546 -1
647565 -1 1.1764e+13 643.175 0 529.637 0 295 239.633621 983.884521 900.241272 181.969421 275.896698 -80.301727 -1
647569 -1 1.0408e+13 618.438 0 508.453 0 261 162.351959 1002.741028 847.063904 -92.347939 224.948654 -115.312859 -1
647581 -1 1.0288e+13 654.318 0 506.498 0 258 73.706665 896.100525 949.314819 203.261063 -137.826736 -230.180801 -1
647584 -1 8.8527e+12 566.679 0 481.750 0 222 218.229279 1022.823364 946.192871 547.736328 249.020386 59.313263 -1
647622 -1 1.2202e+13 662.466 0 536.140 0 306 1.799761 928.895447 788.215454 -93.359390 70.151123 -338.058258 -1
647623 -1 8.1349e+12 591.700 0 468.361 0 204 56.267796 1015.739441 966.082153 -28.263800 235.034821 98.917374 -1
647636 -1 8.2944e+12 572.203 0 471.403 0 208 230.918015 858.921631 1021.576965 -172.083389 78.762589 284.022095 -1
647643 -1 8.4938e+12 614.682 0 475.150 0 213 102.187744 982.918823 928.664612 165.797806 -206.835510 159.966400 -1
647675 -1 8.0551e+12 570.286 0 466.826 0 202 56.336586 938.637573 939.967468 -23.487740 -113.316124 247.570862 -1
647681 -1 1.0528e+13 609.973 0 510.394 0 264 90.581863 903.618958 940.150513 303.386108 -98.331314 -44.952942 -1
647682 -1 8.7729e+12 610.416 0 480.299 0 220 56.150272 788.387390 935.620972 -15.211697 -450.355530 -262.610748 -1
647693 -1 9.8097e+12 589.620 0 498.520 0 246 105.702820 791.158386 952.565186 -120.202499 8.666737 -326.415680 -1
647695 -1 1.2043e+13 641.999 0 533.793 0 302 30.813005 955.956543 1033.257446 34.573559 196.616837 -46.886120 -1
647697 -1 8.2147e+12 572.946 0 469.887 0 206 84.412674 890.989075 945.369812 -3.664141 504.646790 -206.028717 -1
647704 -1 1.0129e+13 630.940 0 503.866 0 254 48.219013 924.563965 899.675110 29.332327 -432.085205 124.504974 -1
647716 -1 1.0966e+13 645.474 0 517.386 0 275 9.907876 898.438599 961.393677 232.161819 -213.790680 253.867126 -1
647726 -1 9.5705e+12 600.950 0 494.434 0 240 1.476443 820.824036 808.958679 73.164871 41.624119 163.186081 -1
647741 -1 1.1843e+13 643.222 0 530.831 0 297 197.533310 904.832153 1022.810669 139.051605 -97.615608 -49.006294 -1
647747 -1 1.0488e+13 634.255 0 509.749 0 263 132.805328 992.307251 918.323364 123.096962 -73.721260 181.549942 -1
647757 -1 8.7729e+12 477.943 0 480.299 0 220 111.498138 933.632507 974.191528 167.955780 -233.272354 -465.239044 -1
647775 -1 8.3343e+12 561.614 0 472.157 0 209 79.572601 945.031555 972.181641 165.582001 -136.384186 -352.625366 -1
647780 -1 1.0687e+13 666.902 0 512.959 0 268 201.994812 958.927856 800.405823 -268.063385 299.596313 -116.477615 -1
647782 -1 1.2282e+13 676.001 0 537.305 0 308 156.285583 819.903381 1024.775879 122.782951 17.086758 87.882065 -1
647794 -1 8.8926e+12 619.421 0 482.472 0 223 66.752708 877.054993 800.619263 -176.332413 -20.047022 192.563568 -1
647808 -1 1.1923e+13 714.163 0 532.020 0 299 222.023254 976.626221 918.511780 226.806686 -10.125342 24.543758 -1
647809 -1 1.0328e+13 618.088 0 507.151 0 259 196.128784 951.944336 901.589722 37.797737 -433.569153 -246.064728 -1
647812 -1 1.1285e+13 702.588 0 522.356 0 283 65.899155 845.887756 904.238403 -95.274033 99.800316 -145.024155 -1
647813 -1 8.414e+12 565.979 0 473.658 0 211 238.522797 918.296143 783.929199 251.327499 86.273605 -251.394745 -1
647836 -1 8.9723e+12 600.170 0 483.910 0 225 108.825836 822.222839 831.501953 -163.528503 -29.687761 429.473755 -1
647842 -1 8.4539e+12 581.098 0 474.405 0 212 196.945694 905.444580 877.668579 -1.849256 241.620407 -281.708191 -1
647844 -1 9.1717e+12 575.360 0 487.469 0 230 169.217453 871.051819 860.470459 87.339745 123.058746 513.723572 -1
647864 -1 1.1086e+13 649.023 0 519.261 0 278 253.246841 1023.865356 998.398560 391.316040 36.815742 -72.692719 -1
647865 -1 9.0521e+12 606.992 0 485.340 0 227 47.067699 988.674500 869.998840 7.387579 -106.287621 -7.290489 -1
647878 -1 1.0886e+13 614.646 0 516.129 0 273 256.170471 873.451843 870.282837 -220.344955 27.114464 -14.925697 -1
647900 -1 9.6103e+12 616.100 0 495.119 0 241 236.810577 1011.577332 981.004822 311.111328 14.379872 -36.830517 -1
647904 -1 9.8097e+12 691.584 0 498.520 0 246 111.857277 980.040833 943.848694 55.813118 -237.752747 -72.137428 -1
647919 -1 8.3742e+12 566.449 0 472.909 0 210 16.529530 877.727234 969.333679 39.871532 437.184845 411.915955 -1
647924 -1 1.0807e+13 667.294 0 514.866 0 271 208.538681 915.325134 879.831787 17.869217 -166.265121 -30.550646 -1
647933 -1 1.0248e+13 619.909 0 505.842 0 257 41.920258 807.080139 805.848511 -374.615173 6.200259 -63.099709 -1
647946 -1 1.0169e+13 631.604 0 504.527 0 255 162.613541 962.639343 798.775452 317.451538 265.903076 -225.243546 -1
647958 -1 8.7729e+12 571.243 0 480.299 0 220 244.813004 954.414368 962.987061 274.655060 130.902527 -83.080345 -1
647964 -1 8.095e+12 546.644 0 467.595 0 203 178.765732 978.585083 1021.297546 -197.374695 -92.643951 -93.267395 -1
647994 -1 8.2545e+12 611.228 0 470.646 0 207 141.628983 986.248413 826.871948 484.376709 265.436676 -236.428879 -1
648032 -1 8.1349e+12 572.030 0 468.361 0 204 39.898655 891.403809 905.834473 253.088791 18.199707 256.751495 -1
648058 -1 9.6103e+12 606.802 0 495.119 0 241 224.513947 1024.264526 833.030396 97.350243 188.261490 166.106537 -1
648060 -1 8.3343e+12 566.481 0 472.157 0 209 27.589453 942.216125 841.006470 -56.628830 72.656448 -16.241219 -1
648082 -1 8.2147e+12 625.604 0 469.887 0 206 176.517700 1011.467896 823.101379 -251.354874 32.073235 -187.270081 -1
648093 -1 9.411e+12 592.729 0 491.671 0 236 5.869043 918.518250 862.915894 87.251511 -10.366093 142.883408 -1
648108 -1 8.1349e+12 584.257 0 468.361 0 204 3.911023 886.606934 821.889221 97.920479 -455.591156 -148.705688 -1
648114 -1 8.095e+12 558.820 0 467.595 0 203 68.850838 923.389954 968.296082 -57.284187 183.071335 -191.706100 -1
648116 -1 8.6932e+12 566.274 0 478.839 0 218 138.246445 1038.526367 871.546692 215.273773 397.158752 -299.771729 -1
648140 -1 8.5337e+12 605.095 0 475.892 0 214 258.415283 1023.628052 999.693970 273.129120 77.513313 -241.905853 -1
648170 -1 9.4508e+12 683.991 0 492.365 0 237 37.085766 946.684753 809.335571 57.834988 -150.507858 0.723040 -1
648171 -1 7.9754e+12 593.467 0 465.280 0 200 34.137177 880.094360 906.118713 234.532959 -20.772423 132.842926 -1
648180 -1 8.2147e+12 578.896 0 469.887 0 206 6.932639 827.485352 879.671936 -97.892868 -141.666260 -121.253044 -1
648182 -1 8.8527e+12 610.375 0 481.750 0 222 128.425323 902.570618 971.268799 -213.627228 33.031384 -532.341248 -1
648185 -1 8.6932e+12 628.802 0 478.839 0 218 101.735077 1002.486511 870.321472 297.236176 -5.335698 -182.631073 -1
648209 -1 9.0521e+12 606.803 0 485.340 0 227 240.904572 977.931946 1013.660645 -159.026184 471.410309 -228.406448 -1
648211 -1 8.2147e+12 591.008 0 469.887 0 206 140.473694 908.327515 857.614014 61.438496 291.046234 176.531021 -1
648267 -1 8.4938e+12 599.407 0 475.150 0 213 166.186707 838.592285 896.721924 -36.671925 125.218750 73.756859 -1
648320 -1 8.1349e+12 574.385 0 468.361 0 204 115.201912 826.700745 1045.654419 -55.214504 -53.663948 32.545055 -1
648441 -1 7.9754e+12 556.478 0 465.280 0 200 105.459846 989.653503 929.889832 221.735199 -358.497528 134.332077 -1
648566 -1 8.0551e+12 559.258 0 466.826 0 202 196.110733 859.546326 1038.789673 -68.063644 -239.174255 331.474548 -1
648587 -1 8.3742e+12 578.267 0 472.909 0 210 24.464485 1024.290405 959.032654 -153.334854 -159.039886 225.566040 -1
648616 -1 8.3343e+12 600.009 0 472.157 0 209 137.090820 927.985779 810.521484 236.075684 179.635071 -191.787323 -1
648617 -1 8.7331e+12 612.272 0 479.570 0 219 129.680252 919.171875 858.309631 235.714279 128.873703 108.336357 -1
648769 -1 8.2545e+12 637.558 0 470.646 0 207 59.666382 901.385010 944.750732 4.783263 -22.826414 120.106812 -1
683255 -1 1.4874e+13 708.740 0 572.717 0 373 345.691162 196.317535 32.341610 -4.600248 646.689697 -159.724991 -1
683259 -1 1.0926e+13 605.164 0 516.759 0 274 345.236359 197.727463 32.079803 89.408875 90.647301 75.942329 -1
683267 -1 3.7245e+13 946.205 0 777.714 0 934 498.601776 69.552666 228.437134 593.919373 -342.304077 5.828278 -1
683276 -1 9.7699e+12 640.812 0 497.844 0 245 523.237427 66.166870 3.501956 -321.500793 -95.116074 288.110474 -1
683287 -1 8.6134e+12 548.602 0 477.370 0 216 315.640411 112.789131 176.237366 -622.247986 158.496078 155.091034 -1
683290 -1 1.954e+13 749.652 0 627.244 0 490 315.031799 113.532257 176.862885 -343.403259 -474.199829 -385.511505 -1
683300 -1 8.7331e+12 561.208 0 479.570 0 219 492.530518 46.508354 137.217178 -152.791229 -78.596611 -18.356283 -1
683311 -1 1.7027e+13 729.200 0 599.119 0 427 490.121216 45.076286 22.205240 297.120728 459.345947 -22.915342 -1
683319 -1 1.6549e+13 696.206 0 593.454 0 415 512.141418 55.141304 35.163082 290.581238 -195.646500 -279.113434 -1
683323 -1 2.5122e+13 822.264 0 682.052 0 630 434.727203 7.820020 199.915924 246.618027 -22.387693 -23.047842 -1
683324 -1 1.4675e+13 780.070 0 570.147 0 368 434.935089 203.358994 52.711388 -19.149347 21.026266 211.810104 -1
683330 -1 2.1653e+13 779.250 0 649.089 0 543 279.188446 225.191177 3.726836 -263.385590 24.946970 -157.359421 -1
683333 -1 1.2322e+13 638.082 0 537.886 0 309 436.414398 99.264305 95.114357 122.207916 -379.096802 -208.634521 -1
683344 -1 1.3797e+13 708.007 0 558.551 0 346 267.351776 41.171532 205.044937 -170.005432 65.180145 -250.669632 -1
683346 -1 1.5512e+13 685.670 0 580.792 0 389 474.504486 60.318958 133.729889 279.006287 -115.818718 -215.318481 -1
683363 -1 9.2515e+12 621.769 0 488.878 0 232 269.249176 42.937439 67.364960 -84.266899 -315.845184 -235.932053 -1
