#ID DescID M200b Vmax Vrms R200b Rs Np X Y Z VX VY VZ Parent_ID
75116 -1 1.2681e+13 638.732 0 543.058 0 318 83.027367 50.348255 61.730232 -219.223785 49.325691 -181.714951 -1
75131 -1 8.0153e+12 592.244 0 466.054 0 201 146.276093 186.386276 132.959106 12.047669 140.948120 -251.984787 -1
75134 -1 1.2362e+13 639.592 0 538.466 0 310 235.840179 34.046543 17.597883 258.086639 -199.206024 -84.931038 -1
75136 -1 1.3837e+13 691.675 0 559.089 0 347 148.359406 37.976471 104.968704 68.781288 -70.327370 -14.480900 -1
75137 -1 8.3343e+12 570.298 0 472.157 0 209 162.653778 57.281715 94.452194 335.326416 21.044188 -49.464600 -1
75154 -1 1.0288e+13 634.764 0 506.498 0 258 115.278831 257.682434 70.595093 232.700150 -65.536606 539.333984 -1
75157 -1 1.3279e+13 654.661 0 551.466 0 333 120.531967 89.287857 172.593719 -461.383698 84.300804 74.764893 -1
75165 -1 1.0288e+13 643.759 0 506.498 0 258 123.860260 62.618164 1.876144 96.637596 29.132235 84.417023 -1
75171 -1 1.1923e+13 677.603 0 532.020 0 299 182.237778 220.829865 191.382889 -586.706116 28.167089 36.387074 -1
75216 -1 1.0009e+13 587.967 0 501.875 0 251 200.568375 249.580994 234.205109 -45.602657 445.611908 -63.153984 -1
75230 -1 9.9294e+12 676.804 0 500.538 0 249 182.613068 161.783646 58.965748 -252.315369 325.650543 84.562988 -1
75234 -1 1.1963e+13 652.818 0 532.612 0 300 144.729813 135.144409 126.684723 -115.579750 56.970108 -195.369202 -1
75246 -1 1.1166e+13 612.473 0 520.503 0 280 30.614315 223.420410 152.333755 -147.408356 -177.991348 345.793274 -1
75251 -1 8.0153e+12 556.878 0 466.054 0 201 136.449600 20.174965 252.807388 -308.193756 -157.310638 -214.285995 -1
75267 -1 8.0153e+12 563.842 0 466.054 0 201 158.415909 196.617828 64.167709 293.709290 -26.761038 325.204468 -1
75287 -1 1.1604e+13 633.217 0 527.232 0 291 128.611511 184.302200 80.227409 215.900665 -50.997589 0.445343 -1
75290 -1 1.0488e+13 631.596 0 509.749 0 263 171.454651 203.923218 95.180992 151.302979 93.726219 -24.791658 -1
75293 -1 1.2123e+13 686.320 0 534.969 0 304 178.733261 109.950447 57.701771 111.033211 -53.870525 395.739594 -1
75296 -1 1.2442e+13 675.370 0 539.621 0 312 163.053589 158.874161 0.851423 -212.349625 285.155975 -172.895889 -1
75297 -1 8.9723e+12 629.629 0 483.910 0 225 60.615860 81.106010 55.217312 26.332737 -445.701538 -87.731277 -1
75317 -1 1.1205e+13 669.089 0 521.122 0 281 130.688782 106.662270 186.998001 -580.229187 -55.140030 -417.844177 -1
75323 -1 8.0551e+12 588.596 0 466.826 0 202 117.857224 262.850067 98.626701 35.860619 3.139441 126.214073 -1
75334 -1 1.0129e+13 595.016 0 503.866 0 254 172.499268 39.103714 257.628998 -83.419502 -375.742645 -170.197815 -1
75343 -1 1.0089e+13 665.224 0 503.204 0 253 141.744415 99.636505 14.889520 -504.583099 -273.926483 10.390543 -1
75345 -1 1.0448e+13 623.892 0 509.102 0 262 118.250000 69.037170 205.462296 313.597534 -352.193390 -192.791840 -1
75346 -1 1.0328e+13 602.880 0 507.151 0 259 44.144501 182.289001 175.240997 -210.681259 204.684967 -262.373932 -1
75352 -1 9.0919e+12 603.007 0 486.052 0 228 169.955811 134.433762 62.168255 265.053772 287.867096 -76.579323 -1
75367 -1 7.9754e+12 544.557 0 465.280 0 200 110.027237 229.640045 87.322350 21.802067 415.614990 66.097923 -1
75370 -1 9.0521e+12 623.578 0 485.340 0 227 105.551559 209.695129 53.543339 -118.757935 0.195247 33.259739 -1
75371 -1 1.0727e+13 628.835 0 513.596 0 269 224.409439 104.293465 26.519394 173.110962 -81.228867 460.363983 -1
75402 -1 1.1126e+13 634.898 0 519.883 0 279 184.546722 216.453812 195.083374 -479.310730 387.293121 -452.098877 -1
75432 -1 8.095e+12 549.064 0 467.595 0 203 121.021080 8.473952 256.244965 156.685104 -32.239643 -633.143494 -1
75445 -1 1.2003e+13 679.374 0 533.203 0 301 122.758965 104.207069 188.510117 -279.640198 162.386032 -368.797577 -1
75447 -1 9.9294e+12 591.212 0 500.538 0 249 125.107979 152.869858 210.907669 -216.843201 150.445969 -1.920137 -1
75462 -1 9.2116e+12 686.167 0 488.174 0 231 161.049515 138.543335 61.498215 54.074844 356.403931 22.114145 -1
75463 -1 1.0408e+13 600.274 0 508.453 0 261 160.758789 68.107941 248.187805 -207.197479 -392.000549 -97.511269 -1
75480 -1 1.0328e+13 594.820 0 507.151 0 259 178.215118 219.645996 96.840126 -213.331375 -322.795807 207.982895 -1
75482 -1 1.0607e+13 648.760 0 511.680 0 266 139.474426 224.781723 57.730122 -228.966339 -7.174923 68.268333 -1
75488 -1 8.414e+12 577.513 0 473.658 0 211 236.535095 32.729790 16.926332 301.482544 283.830383 104.601372 -1
75498 -1 1.0408e+13 665.476 0 508.453 0 261 203.271027 160.568954 50.683350 -291.388824 213.875946 -15.904964 -1
75500 -1 1.1205e+13 652.177 0 521.122 0 281 52.924160 92.933067 85.345833 -64.958138 5.179447 3.280362 -1
75511 -1 9.2913e+12 574.087 0 489.579 0 233 202.872772 23.760607 92.268288 -152.369339 134.148972 -72.081017 -1
75534 -1 1.1166e+13 634.768 0 520.503 0 280 207.805664 33.881847 166.339493 93.329681 -71.017891 151.312500 -1
75538 -1 8.9324e+12 593.578 0 483.192 0 224 220.104538 0.836760 237.077133 -380.757477 30.809147 67.259819 -1
75551 -1 9.411e+12 596.732 0 491.671 0 236 8.770101 175.388336 105.944885 -160.123077 23.931885 -202.415833 -1
75563 -1 8.0153e+12 618.751 0 466.054 0 201 63.080791 81.044830 53.013786 -302.189758 -523.787720 2.572752 -1
75575 -1 8.0153e+12 563.365 0 466.054 0 201 170.019287 18.706385 255.223190 -279.964447 -57.789669 -375.793091 -1
75576 -1 9.3312e+12 645.704 0 490.278 0 234 197.863068 212.689423 213.554474 -203.475403 106.314568 69.173172 -1
75579 -1 1.0408e+13 617.830 0 508.453 0 261 160.524857 198.567352 13.993513 -139.872437 81.893570 39.241005 -1
75590 -1 9.9294e+12 589.821 0 500.538 0 249 185.293640 37.636261 149.407562 17.572908 -76.332550 138.316788 -1
75599 -1 9.0521e+12 600.933 0 485.340 0 227 160.215027 201.221725 237.330307 -323.112305 160.256210 -130.131165 -1
75600 -1 9.1318e+12 592.600 0 486.761 0 229 174.659378 215.205338 132.961639 -320.852753 381.736053 -68.087547 -1
75605 -1 1.1126e+13 610.178 0 519.883 0 279 64.356682 239.675873 101.320389 374.849854 -93.232346 394.672821 -1
75607 -1 8.9324e+12 565.963 0 483.192 0 224 63.157967 238.632858 101.843140 628.607971 499.961334 153.955002 -1
75648 -1 1.1126e+13 617.373 0 519.883 0 279 255.911545 87.543327 189.684143 121.530159 -487.838470 183.350067 -1
75650 -1 9.3312e+12 578.125 0 490.278 0 234 89.009056 115.255127 160.068481 213.147690 73.493507 101.880165 -1
75655 -1 9.2116e+12 629.604 0 488.174 0 231 171.778183 76.887703 131.632080 -225.944061 -233.934402 -261.708405 -1
75687 -1 9.2515e+12 633.235 0 488.878 0 232 125.707230 9.336485 214.422272 -34.887371 56.246368 -132.204025 -1
75695 -1 1.0368e+13 644.173 0 507.803 0 260 24.190258 202.212769 50.952469 -95.770706 -37.448116 -264.149719 -1
75725 -1 8.5735e+12 554.694 0 476.633 0 215 227.828903 61.728848 113.086342 -564.066284 90.770866 -134.118942 -1
75754 -1 9.4508e+12 610.006 0 492.365 0 237 134.580002 184.620255 81.594666 -88.236275 2.142416 -173.903290 -1
75757 -1 8.1748e+12 558.245 0 469.125 0 205 177.466522 227.743683 236.024979 -576.062378 64.846725 -117.183708 -1
75770 -1 8.4938e+12 573.600 0 475.150 0 213 116.686409 12.940780 83.960632 47.621471 60.383873 104.071396 -1
75794 -1 8.5337e+12 560.721 0 475.892 0 214 130.035446 115.365128 184.308334 -502.695160 -23.301815 -146.223816 -1
75795 -1 9.73e+12 627.326 0 497.165 0 244 16.779755 252.212036 244.225082 222.550278 -260.987091 -5.272618 -1
75810 -1 9.0521e+12 600.359 0 485.340 0 227 255.954987 121.716469 116.014099 110.941872 -98.644722 -68.385918 -1
75819 -1 8.8128e+12 564.803 0 481.026 0 221 138.714050 249.587219 145.852982 114.548294 190.287933 -135.616714 -1
75822 -1 8.2944e+12 566.179 0 471.403 0 208 185.053131 133.955795 106.156868 -324.573853 20.766853 -162.122238 -1
75836 -1 8.1349e+12 559.795 0 468.361 0 204 128.017670 168.809586 236.550613 -379.406250 22.417683 -186.000656 -1
75838 -1 1.0368e+13 642.890 0 507.803 0 260 97.124931 227.873566 78.616837 320.628326 236.425308 177.289398 -1
75913 -1 9.1318e+12 587.075 0 486.761 0 229 122.056412 115.807991 11.871987 398.949738 15.114447 -32.111172 -1
75914 -1 9.0521e+12 645.476 0 485.340 0 227 95.027122 223.462646 201.296814 65.192581 -55.298187 -54.223614 -1
75928 -1 9.6502e+12 615.128 0 495.803 0 242 73.520760 253.465164 83.611198 337.931122 -241.543274 93.613907 -1
75934 -1 8.3343e+12 582.978 0 472.157 0 209 123.853844 1.875677 246.948425 -96.306252 161.969513 -39.563927 -1
75990 -1 8.0153e+12 558.814 0 466.054 0 201 154.284622 189.365967 24.884241 2.001005 194.724915 -7.910665 -1
76005 -1 8.7729e+12 608.583 0 480.299 0 220 240.305084 159.665588 208.092911 46.053158 -412.359589 -31.642056 -1
76007 -1 9.73e+12 653.499 0 497.165 0 244 129.918915 152.779388 209.955856 -381.065887 -54.211113 -219.406952 -1
76015 -1 8.1748e+12 571.222 0 469.125 0 205 47.168228 19.781105 207.700867 161.543671 -165.237381 247.442169 -1
76026 -1 8.1349e+12 570.691 0 468.361 0 204 79.068977 57.556335 201.479202 139.560226 -33.931919 -23.139624 -1
76030 -1 8.2545e+12 556.948 0 470.646 0 207 71.931595 70.358971 131.843094 166.536362 305.838409 118.366356 -1
76031 -1 8.5337e+12 615.399 0 475.892 0 214 145.411789 150.875656 136.532120 -96.996361 -97.043121 -154.445190 -1
76042 -1 8.1349e+12 570.770 0 468.361 0 204 81.857742 191.643417 38.098263 -114.391022 -126.461029 259.980988 -1
76055 -1 8.7729e+12 563.962 0 480.299 0 220 103.122963 117.821945 242.738342 115.900352 173.091354 -190.804184 -1
76087 -1 8.0153e+12 596.786 0 466.054 0 201 180.786743 152.551025 248.290237 -193.592072 47.931137 74.391129 -1
76113 -1 9.411e+12 637.708 0 491.671 0 236 89.372444 13.650001 116.849991 -55.056705 88.361694 269.860657 -1
76159 -1 7.9754e+12 574.542 0 465.280 0 200 87.307808 223.859390 32.877869 150.524918 196.432053 203.444397 -1
76160 -1 8.4938e+12 605.127 0 475.150 0 213 124.353592 31.704729 131.498184 244.580261 28.274563 75.009956 -1
76183 -1 8.7729e+12 623.231 0 480.299 0 220 186.181656 225.623383 246.101761 -522.078674 59.145203 -183.493515 -1
76380 -1 8.095e+12 567.112 0 467.595 0 203 59.818569 217.946030 172.793549 -65.585968 -74.421806 310.621674 -1
76393 -1 7.9754e+12 596.763 0 465.280 0 200 203.030930 93.585403 89.991463 -304.094116 -214.771622 -209.889053 -1
76414 -1 8.2147e+12 595.539 0 469.887 0 206 136.086426 232.104874 160.966446 -45.811275 283.439117 -201.191925 -1
113375 -1 1.8543e+13 745.192 0 616.389 0 465 157.968796 95.967514 470.267731 275.310577 -77.009377 25.779779 -1
113391 -1 1.9101e+13 734.641 0 622.514 0 479 40.601395 118.571579 339.246063 66.111534 -274.803192 -222.706207 -1
113393 -1 1.1285e+13 515.823 0 522.356 0 283 41.055798 118.355370 338.817139 -263.035889 -282.003998 274.103729 -1
113402 -1 9.2116e+12 566.578 0 488.174 0 231 136.306076 48.129211 332.199432 186.088211 -85.335876 -349.986786 -1
113405 -1 8.3742e+12 565.268 0 472.909 0 210 137.211578 48.079727 332.033630 -318.694092 -222.250488 -110.760605 -1
113414 -1 1.1564e+13 629.446 0 526.627 0 290 216.859360 110.013817 503.552704 440.591187 25.905447 -35.151356 -1
113419 -1 1.0288e+13 596.305 0 506.498 0 258 217.084671 111.024231 506.415588 360.116882 -261.715302 -244.515854 -1
113422 -1 8.6134e+12 560.738 0 477.370 0 216 165.011032 99.948547 422.004150 197.651749 40.965481 495.444946 -1
113435 -1 2.0656e+13 845.336 0 638.970 0 518 180.693588 262.576965 295.186523 -153.026047 99.248611 255.504379 -1
113438 -1 1.2362e+13 658.614 0 538.466 0 310 181.495178 261.908386 297.106842 -96.835228 297.958374 -527.599487 -1
113472 -1 1.1405e+13 615.280 0 524.195 0 286 168.264084 197.542130 510.942444 465.128876 -133.269257 440.715668 -1
113477 -1 8.095e+12 568.669 0 467.595 0 203 167.312653 198.782166 511.759766 744.938416 24.873781 -143.200638 -1
113486 -1 8.8527e+12 556.426 0 481.750 0 222 233.326065 99.213181 506.620483 -351.777802 196.006180 -80.702629 -1
113488 -1 8.1349e+12 580.934 0 468.361 0 204 6.552979 200.781387 509.456848 91.401131 145.746292 -557.217224 -1
113499 -1 1.4595e+13 698.427 0 569.112 0 366 199.647598 260.721802 303.400208 -228.001556 -163.135254 -330.642548 -1
113503 -1 8.1349e+12 562.381 0 468.361 0 204 77.092407 155.287582 316.502411 297.912659 -58.046318 -555.920166 -1
113513 -1 1.4037e+13 650.629 0 561.761 0 352 192.129517 169.694031 284.802826 -249.039093 64.472382 -91.377625 -1
113518 -1 8.2147e+12 556.100 0 469.887 0 206 1.840248 251.243515 399.625977 126.558861 -176.372025 141.722351 -1
113519 -1 1.0886e+13 624.237 0 516.129 0 273 1.823526 251.353043 400.900238 152.656265 -231.076889 -245.669189 -1
113522 -1 9.9692e+12 629.879 0 501.207 0 250 143.783981 100.514366 441.872406 291.523529 -161.194946 250.332062 -1
113531 -1 1.611e+13 712.024 0 588.163 0 404 34.531818 76.851036 413.682037 -223.482376 149.294724 -204.520081 -1
113533 -1 2.1215e+13 780.106 0 644.676 0 532 66.631470 102.622795 325.072968 -100.301422 -32.679001 -237.841141 -1
113536 -1 1.5911e+13 719.419 0 585.727 0 399 80.743317 185.071411 311.708069 -107.286507 -174.935806 -533.948120 -1
113549 -1 1.9859e+13 760.741 0 630.639 0 498 108.980629 171.195374 405.974640 83.183823 -213.097610 -10.852065 -1
113557 -1 1.7745e+13 759.228 0 607.422 0 445 103.725311 202.332611 426.126038 -269.137909 -169.343674 5.527936 -1
113569 -1 1.4635e+13 710.686 0 569.630 0 367 220.478622 172.903397 375.650146 71.092743 -86.742981 124.238792 -1
113575 -1 1.0847e+13 608.816 0 515.498 0 272 237.669067 1.766663 430.816345 -135.080719 375.771484 20.539013 -1
113581 -1 1.2362e+13 654.085 0 538.466 0 310 193.905502 55.792328 383.563934 -409.511078 -335.178955 263.986664 -1
113584 -1 1.284e+13 645.137 0 545.326 0 322 117.635712 147.803696 260.677734 -91.640114 242.807846 18.061661 -1
113598 -1 1.308e+13 698.777 0 548.692 0 328 11.498646 107.001610 394.384216 93.044640 -79.274040 202.981552 -1
113606 -1 1.6988e+13 701.421 0 598.651 0 426 56.506260 84.929092 452.479797 -184.687790 -23.478033 130.634079 -1
113608 -1 1.1166e+13 660.114 0 520.503 0 280 51.038929 248.954712 492.904602 -29.549417 -166.652863 99.714439 -1
113609 -1 8.1748e+12 570.458 0 469.125 0 205 52.402382 249.902679 491.952759 -251.889282 -205.949326 276.601959 -1
113612 -1 1.7945e+13 731.722 0 609.689 0 450 78.821732 149.237717 378.908569 -308.262482 76.210724 352.065582 -1
113614 -1 1.8942e+13 735.451 0 620.777 0 475 105.538193 18.084484 434.106781 109.324326 40.867481 275.628082 -1
113615 -1 1.3518e+13 716.132 0 554.759 0 339 181.810135 196.152725 508.999054 52.890072 -125.856796 -69.321426 -1
113624 -1 1.2242e+13 654.322 0 536.723 0 307 38.860512 97.459091 323.051147 330.897858 210.460464 197.013596 -1
113625 -1 2.0736e+13 792.993 0 639.792 0 520 41.474964 43.909756 306.755554 -211.788040 -209.847321 -50.480927 -1
113635 -1 1.3439e+13 653.814 0 553.666 0 337 60.903507 162.611938 349.140533 45.860641 -65.008270 -335.800110 -1
113639 -1 1.1843e+13 628.890 0 530.831 0 297 252.294312 123.892357 366.426666 -57.524677 -18.332970 189.291306 -1
113648 -1 1.619e+13 762.949 0 589.132 0 406 158.518494 65.686714 439.274689 11.830154 -301.721710 659.433594 -1
113650 -1 1.3638e+13 702.505 0 556.390 0 342 183.757599 92.719528 304.639069 94.909103 -399.245392 87.269073 -1
113662 -1 8.2545e+12 555.833 0 470.646 0 207 4.736539 141.800415 508.945129 -268.347900 -394.231323 81.538261 -1
113672 -1 1.5712e+13 696.413 0 583.270 0 394 44.828903 56.364922 484.651672 59.265675 -136.636505 -311.580627 -1
113678 -1 8.414e+12 580.623 0 473.658 0 211 92.609650 254.119995 521.024048 178.706924 -73.276489 -214.002838 -1
113688 -1 9.6901e+12 631.896 0 496.485 0 243 77.561630 172.743881 308.978210 17.902967 60.680233 -56.020061 -1
113693 -1 8.6932e+12 581.038 0 478.839 0 218 183.599960 143.484009 475.378235 35.227749 -134.080887 238.610596 -1
113698 -1 1.7227e+13 749.224 0 601.449 0 432 245.314026 125.976242 413.520325 384.767487 109.563942 160.877655 -1
113701 -1 1.2481e+13 683.693 0 540.197 0 313 132.794403 2.090662 513.792847 -137.404144 -150.689819 51.195328 -1
113707 -1 1.1923e+13 627.357 0 532.020 0 299 230.237701 95.269638 514.367554 405.625275 274.259003 -117.312904 -1
113714 -1 8.9723e+12 635.301 0 483.910 0 225 23.227154 70.634666 408.447388 -91.469856 392.126801 29.885866 -1
113721 -1 1.0647e+13 636.614 0 512.320 0 267 110.072334 89.283859 313.772919 -142.538116 106.338638 35.570877 -1
113738 -1 1.1764e+13 647.687 0 529.637 0 295 146.200165 98.021530 437.854767 49.323959 18.759035 398.048584 -1
113744 -1 1.0847e+13 622.023 0 515.498 0 272 165.842850 201.931763 512.695496 464.047119 -171.602905 -209.607468 -1
113748 -1 8.9324e+12 607.078 0 483.192 0 224 133.533661 241.497269 504.272491 -63.160175 -63.761223 278.520477 -1
113754 -1 1.5991e+13 736.492 0 586.704 0 401 39.646595 160.406799 283.298096 151.129105 -142.331512 -480.603577 -1
113767 -1 8.6134e+12 563.054 0 477.370 0 216 140.843948 106.182373 510.832062 306.825409 -293.621765 -97.739944 -1
113803 -1 1.288e+13 673.179 0 545.890 0 323 12.234591 0.759538 424.906799 208.320496 -133.465179 68.605942 -1
113804 -1 9.4907e+12 586.899 0 493.056 0 238 246.538940 145.545944 372.630432 102.211479 222.400986 503.965332 -1
113809 -1 1.284e+13 648.954 0 545.326 0 322 119.292633 184.978912 261.125244 -125.707848 34.627670 -267.139221 -1
